Slutpris,Title,Type,Location,Sale Date,Agent Name,Agent Link,Pris per kvadratmeter,Utgångspris,Prisutveckling,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift,url,Driftskostnad,Uteplats,Biarea,Tomtarea,Arrende,Förening,Tomträttsavgäld,Lat,Long
1 400 000 kr,Tenorgatan 4,Lägenhet,"Almvik, Malmö kommun",Såld 19 november 2020,Eric Roberts,https://www.hemnet.se/maklare/skandiamaklarna-malmo-city-34259/eric-roberts-18069,23 729 kr/m²,1 295 000 kr,+105 000 kr (+8 %),Lägenhet,Bostadsrätt,2 rum,59 m²,Nej,"1 av 2, hiss finns",1974,4 490 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-almvik-malmo-kommun-tenorgatan-4-1291543,4 200 kr/år,Ja,,,,,,55.5558989,13.009264853813004
1 900 000 kr,Trelleborgsgatan 22A,Lägenhet,"Nobeltorget, Malmö kommun",Såld 27 mars 2021,Johan Dahlberg,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/johan-dahlberg-12808,29 688 kr/m²,1 595 000 kr,+305 000 kr (+19 %),Lägenhet,Bostadsrätt,3 rum,64 m²,Nej,"2 av 4, hiss finns ej",,4 375 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-nobeltorget-malmo-kommun-trelleborgsgatan-22a-1354794,3 000 kr/år,,,,,,,55.5909578,13.019717
1 995 000 kr,Kockumsgatan 10,Lägenhet,"Davidshall, Malmö kommun",Såld 01 augusti 2020,Sebastian Diskovski,https://www.hemnet.se/maklare/livsrum-32787/sebastian-diskovski-16591,52 500 kr/m²,1 995 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,38 m²,,,1932,2 170 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-davidshall-malmo-kommun-kockumsgatan-10-1226449,2 100 kr/år,Ja,,,,,,55.5996828,12.9969687
1 500 000 kr,Örsholmsgången 2A,Lägenhet,"Hästhagen, Malmö kommun",Såld 01 december 2022,Emir Salkic,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/emir-salkic-1545,25 424 kr/m²,1 595 000 kr,-95 000 kr (-6 %),Lägenhet,Bostadsrätt,2 rum,59 m²,Nej,"2 av 4, hiss finns ej",1946,4 084 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-hasthagen-malmo-kommun-orsholmsgangen-2a-2671614037260528548,,,,,,,,55.5944494,12.9858329
1 300 000 kr,Lantmannagatan 3B,Lägenhet,"Nobeltorget, Malmö kommun",Såld 19 november 2015,,,17 808 kr/m²,1 195 000 kr,+105 000 kr (+9 %),Lägenhet,Bostadsrätt,2 rum,73 m²,,,1936,4 543 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-nobeltorget-malmo-kommun-lantmannagatan-3b-447799,,,,,,Brf Glädjen 2,,55.5908,13.0199559
1 620 000 kr,Kapellplan 1,Lägenhet,"Triangeln, Malmö kommun",Såld 08 juni 2019,Caroline Stark,https://www.hemnet.se/maklare/bjurfors-lund-vaster-704451/caroline-stark-6031,39 512 kr/m²,1 595 000 kr,+25 000 kr (+2 %),Lägenhet,Bostadsrätt,1 rum,41 m²,,,1934,2 318 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-triangeln-malmo-kommun-kapellplan-1-1026469,,,,,,,,55.5929906,13.0029834
3 650 000 kr,Dockgatan 25A,Lägenhet,"Dockan, Malmö kommun",Såld 12 augusti 2018,Mathilda Skoglund,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/mathilda-skoglund-11409,44 512 kr/m²,3 595 000 kr,+55 000 kr (+2 %),Lägenhet,Bostadsrätt,3 rum,82 m²,,,2015,4 408 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-dockan-malmo-kommun-dockgatan-25a-864180,,,,,,Brf Midskeppet i Dockan,,55.6169283,12.987177
980 000 kr,Solvändegatan 1B,Lägenhet,"Almhög, Malmö kommun",Såld 27 december 2022,Nour Khalil,https://www.hemnet.se/maklare/mohv-hyllie-725851/nour-khalil-21954,17 500 kr/m²,895 000 kr,+85 000 kr (+9 %),Lägenhet,Bostadsrätt,2 rum,56 m²,Ja,"4 av 4, hiss finns ej",1956,4 012 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-almhog-malmo-kommun-solvandegatan-1b-4938735808880185311,,,,,,,,55.5768186,13.0183113
1 195 000 kr,Branteviksgatan 4C,Lägenhet,"Östra Sorgenfri, Malmö kommun",Såld 31 juli 2023,Alexander Karlsson,https://www.hemnet.se/maklare/svensk-fastighetsformedling-malmo-701451/alexander-karlsson-17010,21 339 kr/m²,1 195 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,56 m²,Ja,"3 av 4, hiss finns ej",1955,3 726 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ostra-sorgenfri-malmo-kommun-branteviksgatan-4c-7380039262231123283,8 604 kr/år,,,,,,,55.5909046,13.0307474
2 220 000 kr,Ingenjörsgatan 16,Lägenhet,"Södertorp, Malmö kommun",Såld 27 oktober 2021,Sandra Kalamar,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/sandra-kalamar-18996,25 517 kr/m²,1 995 000 kr,+225 000 kr (+11 %),Lägenhet,Bostadsrätt,3 rum,87 m²,Ja,"1 av 8, hiss finns",1967,4 655 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-sodertorp-malmo-kommun-ingenjorsgatan-16-1485988,2 400 kr/år,,,,,,,55.5793649,12.9972675
2 395 000 kr,Neptunigatan 73A,Lägenhet,"Västra Varvsstaden, Malmö kommun",Såld 17 augusti 2023,Love Fält,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/love-falt-21434,46 058 kr/m²,2 395 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,52 m²,Nej,"1 av 7, hiss finns",,3 914 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-vastra-varvsstaden-malmo-kommun-neptunigatan-73a-5514771608663427125,5 520 kr/år,Ja,,,,,,55.6078439,12.9890622
1 000 000 kr,Tulpangatan 8,Lägenhet,"Fosiedal, Malmö kommun",Såld 04 november 2021,Vincent Haghighi,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/vincent-haghighi-7378,16 529 kr/m²,1 050 000 kr,-50 000 kr (-5 %),Lägenhet,Bostadsrätt,2 rum,"60,5 m²",Ja,"1 av 4, hiss finns ej",1973,3 673 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-fosiedal-malmo-kommun-tulpangatan-8-1491301,8 480 kr/år,,,,,,,55.5748397,12.985869200000003
1 250 000 kr,Köpenhamnsvägen 20A,Lägenhet,"Slottsstaden, Malmö kommun",Såld 26 september 2021,Ludvig Andersson,https://www.hemnet.se/maklare/skandiamaklarna-malmo-vaster-oster-718231/ludvig-andersson-7262,46 642 kr/m²,1 395 000 kr,-145 000 kr (-10 %),Lägenhet,Bostadsrätt,2 rum,"26,8 m²",,"1 av 4, hiss finns ej",1946,1 676 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-slottsstaden-malmo-kommun-kopenhamnsvagen-20a-1483945,2 700 kr/år,,,,,,,55.5942129,12.9656625
1 645 000 kr,Baskemöllegatan 8 A,Lägenhet,"Sorgenfri, Malmö kommun",Såld 29 april 2022,Mathilda Blomberg,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/mathilda-blomberg-18231,30 463 kr/m²,1 395 000 kr,+250 000 kr (+18 %),Lägenhet,Bostadsrätt,2 rum,54 m²,Ja,"2 av 4, hiss finns ej",,2 737 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-sorgenfri-malmo-kommun-baskemollegatan-8-a-7083812414306556137,1 800 kr/år,,,,,,,55.5906836,13.0260575
1 450 000 kr,Karlskronaplan 9,Lägenhet,"Västra Sorgenfri, Malmö kommun",Såld 03 december 2019,Ericka Nguyen,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/ericka-nguyen-8936,23 016 kr/m²,1 395 000 kr,+55 000 kr (+4 %),Lägenhet,Bostadsrätt,2 rum,63 m²,Ja,,1936,4 344 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-vastra-sorgenfri-malmo-kommun-karlskronaplan-9-1117382,,,,,,,,55.5936841,13.0192012
1 110 000 kr,Dirigentgatan 8,Lägenhet,"Lindeborg, Malmö kommun",Såld 13 juni 2019,,,20 943 kr/m²,995 000 kr,+115 000 kr (+12 %),Lägenhet,Bostadsrätt,2 rum,53 m²,,,1999,3 864 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-lindeborg-malmo-kommun-dirigentgatan-8-1029444,,,,,,,,55.5629223,12.991754
1 450 000 kr,Östra Farmvägen 36B,Lägenhet,"Östra Sorgenfri, Malmö kommun",Såld 06 november 2020,Fredrik Leche,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/fredrik-leche-18338,24 167 kr/m²,1 295 000 kr,+155 000 kr (+12 %),Lägenhet,Bostadsrätt,2 rum,60 m²,Ja,"2 av 4, hiss finns ej",1955,3 961 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ostra-sorgenfri-malmo-kommun-ostra-farmvagen-36b-1284504,,,,,,,,55.5903883,13.028004
1 450 000 kr,Östra Farmvägen 37C,Lägenhet,"Östra Sorgenfri, Malmö kommun",Såld 19 januari 2024,Alexander Karlsson,https://www.hemnet.se/maklare/svensk-fastighetsformedling-malmo-701451/alexander-karlsson-17010,23 770 kr/m²,1 495 000 kr,-45 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,61 m²,Ja,"4 av 4, hiss finns ej",1956,3 791 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ostra-sorgenfri-malmo-kommun-ostra-farmvagen-37c-5706035520110508512,4 800 kr/år,,,,,,,55.5903883,13.028004
1 460 000 kr,Sölvesborgsgatan 9,Lägenhet,"Folkets Park, Malmö kommun",Såld 29 november 2016,,,39 891 kr/m²,1 095 000 kr,+365 000 kr (+33 %),Lägenhet,Bostadsrätt,1 rum,"36,6 m²",,,1939,2 068 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-folkets-park-malmo-kommun-solvesborgsgatan-9-608633,,,,,,Brf Laxen,,55.5927353,13.0162306
3 800 000 kr,Baltzarsgatan 41B,Lägenhet,"City, Malmö kommun",Såld 09 oktober 2019,Anna Danielsson,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/anna-danielsson-9234,38 000 kr/m²,3 595 000 kr,+205 000 kr (+6 %),Lägenhet,Bostadsrätt,3 rum,100 m²,,,1897,5 360 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-city-malmo-kommun-baltzarsgatan-41b-1089118,4 860 kr/år,,,,,,,55.6046307,13.0020676
945 000 kr,Abbekåsgatan 10 C,Lägenhet,"Nobeltorget, Malmö kommun",Såld 30 september 2016,,,21 000 kr/m²,945 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,45 m²,,,1942,3 456 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-nobeltorget-malmo-kommun-abbekasgatan-10-c-581065,2 400 kr/år,,,,,Hsb Brf Dådet,,55.5920084,13.0217886
2 250 000 kr,Citadellsvägen 11A,Lägenhet,"Malmö Live, Malmö kommun",Såld 13 juni 2019,,,57 692 kr/m²,1 995 000 kr,+255 000 kr (+13 %),Lägenhet,Bostadsrätt,1 rum,39 m²,,,2018,2 233 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-malmo-live-malmo-kommun-citadellsvagen-11a-1029308,8 052 kr/år,,,,,,,55.6069221,12.9881492
1 600 000 kr,Aktrisgatan 16,Lägenhet,"Lindeborg, Malmö kommun",Såld 20 maj 2021,Nina  Hjelm,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/nina-hjelm-15172,25 806 kr/m²,1 350 000 kr,+250 000 kr (+19 %),Lägenhet,Bostadsrätt,2 rum,62 m²,Ja,"4 av 8, hiss finns",,3 569 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-lindeborg-malmo-kommun-aktrisgatan-16-1388996,,,,,,,,55.5591517,12.9883234
1 995 000 kr,Stora Varvsgatan 39,Lägenhet,"Västra Hamnen, Malmö kommun",Såld 08 september 2023,Emil Sjöberg,https://www.hemnet.se/maklare/croisette-malmo-vastra-hamnen-12766/emil-sjoberg-13478,52 500 kr/m²,1 995 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,38 m²,Nej,"5 av 12, hiss finns",2022,3 555 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-vastra-hamnen-malmo-kommun-stora-varvsgatan-39-676545937541869443,,,,,,,,55.6112718,12.9849248
1 490 000 kr,Kulladalsgatan 10A,Lägenhet,"Kulladal, Malmö kommun",Såld 27 maj 2020,Fredrik Berglund,https://www.hemnet.se/maklare/croisette-hyllie-708891/fredrik-berglund-12897,24 032 kr/m²,1 395 000 kr,+95 000 kr (+7 %),Lägenhet,Bostadsrätt,2 rum,62 m²,Ja,,1965,3 511 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-kulladal-malmo-kommun-kulladalsgatan-10a-1191665,,,,,,,,55.5733372,13.0025708
